Insp_Violation_ID	Supp_Desc
222140479	10,700 lbs.
222140481	2,300 lbs.
222140490	5,100 lbs.
222140492	DL Seized
222140493	Carrier allowing
222140495	2nd axle with an audible air leak
222140501	all 4 locks were in the open position
222140511	left rear turn signal was inop
222140512	had 1 web tie down on a bob cat
222140513	right glad hand metal to metal connection with an air leak
222140519	75/65
222140521	ABS malfunction
222140523	Violation(s) of 395.8(f)(12)
222140525	3rd axle with an audible air leak.
222140528	left rear mud flap was missing
222140529	right rear stop lamp was inop
222140532	the 4th axle right brake chamber was inop
222140536	7,400 lbs.
222140537	1,000 lbs.
222140540	Violation(s) of 395.8(f)(5), 395.8(f)(12)
222140541	6,700 lbs.
222140543	False Log on 01/04/2019
222140544	Violation(s) of 395.8(f)(4), 395.8(f)(5), 395.8(f)(12)
222140545	DL Seized
222140546	Driving beyond 8 hour limit since end of the last off duty period on 01/04/2019
222140547	Violation(s) of 395.8(f)(12)
222140549	NO REGISTRATION CERTIFICATE WITH VEHICLE
222140552	MISSING
222140557	Axle 3, right inside
222140558	Leaking frac sand
222140561	3 REAR ID LAMPS
222140566	PASSENGER SIDE REAR VIEW MIRRIOR IS DAMAGED
222140569	NO REAR SECUREMENT
222140573	LOOSE ROCKS & MUD ON DECK
222140575	L.R.S.32:143 IMPROPER PARKING (SPECIFIC PLACES AS LISTED IN STATUTE)
222140576	ILLEGIBLE DECAL # 30515051
222140578	EXPIRED 12/04/2018
222140587	L.R.S.47:478 FAILURE TO MARK VEHICLE WITH NAME/ADDRESS (intrastate)
222140591	EXPIRED REGISTRATION 06/2017
222140596	LRS 32:1301 EXPIRED LA VEHICLE ANNUAL INSPECTION 03/2018
222140598	LRS32:1301 NO LA VEHICLE ANNUAL INSPECTION CERTIFICATE
222140602	L.R.S.47:478 FAILURE TO MARK VEHICLE WITH NAME/ADDRESS (intrastate) CMV RENTED GREATER THAN 30 DAYS NOT MARKED WITH  COMPANY NAME/ADDRESS
222140603	PASSENGER SIDE  IS MISSING
222140609	RIGHT LOW BEAM
222140614	LEFT AND RIGHT
222140617	NONE
222140628	EXPIRED 6/18
222140631	LEFT AND RIGHT BRAKE LAMP INOP.
222140640	none on
222140653	REAR 2 CLEARANCE LAMPS INOP
222140656	FRONT RT CLEARANCE LAMP INOP
222140657	LRS 32:231 FAILURE TO OBEY TRAFFIC CONTROL DEVICE
222140667	REAR LT CUT IN HALF
222140668	34%
222140672	44%
222140674	2nd axle right rim missing 1 wheel fastener
222140676	69/55
222140690	AXLE 1 OVER 300 LBS
222140691	AXLE 2,3 OVER 3,500 LBS
222140695	EXPIRED 6/14
222140709	Vehicle was traveling 70mph in a 60mph zone.
222140710	Vehicle was traveling 70mph in a 60mph zone.
222140716	LRS 32:56B Disobeying Traffic Control / NO LEFT TURN
222140717	Damaged windshield - cracks/chips
222140720	No Blank RODS - Carrier failed to provide
222140722	None- Carrier failed to provide
222140724	None
222140729	Vehicle was traveling 70mph in a 60mph zone.
222140735	license plate not mounted
222140739	BOTH RIGHT AND LEFT HEADLAMPS ON TRACTOR INOPERATIVE
222140740	BOTH RIGHT AND LEFT FRONT AND REAR TURN SIGNALS ON TRACTOR INOPERATIVE
222140742	BOTH RIGHT AND LEFT STOP LAMPS ON TRACTOR INOPERATIVE
222140743	BOTH RIGHT AND LEFT TAIL LAMPS ON TRACTOR INOPERATIVE
222140748	AXLE 5 LEFT INSIDE TIRE PRESSURE 35 PSI
222140749	AXLE 5 LEFT UPPER BRAKE LINING LESS THAN 1/4 OF AN INCH
222140750	AXLE 5 RIGHT UPPER BRAKE LINING LESS THAN 1/4 OF AN INCH
222140751	AXLE 4 RIGHT SUSPENSION CONNECTING ROD LOOSE
222140755	RIGHT STOP LAMP ON TRACTOR INOPERATIVE
222140759	Expired 9/30/2018
222140760	ID Lamp missing on the right side on Unit 2
222140763	AXLE 3 RIGHT BRAKE INOPERATIVE
222140765	AXLE 4 RIGHT BRAKE INOPERATIVE
222140766	AXLE 4 LEFT BRAKE INOPERATIVE
222140771	SPARE TIRE UNSECURED
222140773	DISCHARGED
222140774	RIGHT SIDE MUDFLAP MISSING
222140777	Apportioned Registration Expired 6/30/2018
222140782	No ELD, Driver Utilizing Keep Trucking Log APP and Manually Making Entries.
222140783	Axle 2 Right Inside Tire 0 PSI of 120 PSI Max
222140785	Oil Leaking From Motor Seals During Inspection
222140786	LRS 32:1304E Louisiana Commercial Annual Inspection Expired 11/2018
222140798	DISCHARGED
222140801	DRIVER FAILED TO HAVE INSTRUCTIONS ON-BOARD CMV FOR INSTALLED KEEP TRUCKIN  (AOBRD)
222140803	Front Driver/Passenger Windows 30% Light Transmission (Tint Meter#517024233)
222140805	No Emergency Triangles
222140808	No Paper Log Back Up For ELD
222140811	id lamp
222140818	Log not Current BY 16.50 HRS on 01/04/2019 07:00 AM
222140820	FRONT RIGHT 10%
222140828	No Fire Extinguisher
222140829	Left High Beam Lamp INOP
222140830	Right Mud Flap Missing
222140831	Axle 2 Right Inside Tire 0 PSI of 120 PSI Max
222140843	L.R.S.32:364 (1) MISSING SPLASH GUARD(S) (MUD FLAPS) LEFT
222140845	FRONT & RIGHT TURN SIGNALS
222140848	LEFT REAR INOP
222140871	expired 10/18
222140876	4TH AXLE LEFT OUTSIDE TIRE FLAT 44 PSI / 105 PSI
222140878	RS HB
222140889	Expired 12/2018
222140895	AXLE 3 RIGHT 30PSI - 120PSI (SINGLE TIRE)
222140896	L.R.S.32:364 1 DEFECTIVE SPLASH GUARD(S) (MUD FLAPS)
222140904	2,200 over on tandem trailer axles
222140905	Left rear missing
222140913	Failure to registure/ no 48 hr trip permit
222140922	ax 5rin
222140924	2-Inop stop lamps lr rear tractor
222140929	72 MPH IN A POSTED 60 MPH ZONE
222140935	Improper
222140953	Inoperable Front Left Side Turn Signal
222140957	l/s first bottom bolt near axle 2 loose
222140958	air leak near axles 2and 3
222140961	axle 3 r/s missing one of ten fasteners
222140962	l/s low beam inop.
222140963	None
222140964	04%
222140965	showed it needed to be recharged
222140967	1-Inop ID lamp r top.
222140969	There was no Retroreflective Material Affixed to rear of the trailer
222140971	Failure to Correct Tint Violation Under Report LANM000308 04/17/2018
222140972	No Low Air Warning Device
222140974	5th Axle L/S 4/10 Wheel Fasteners Loose
222140977	gearbox leaking
222140978	axle 4 l/s i/s wire showing
222140981	32:53 - expired MVI 10/18, need a commercial annual DOT inspection
222140988	lrs 32:231 - disobeying signs
222140989	7,100 LBS
222141002	CDL SEIZED
222141014	EXPIRED 8/31/18
222141020	SPEEDING 70 MPH IN A 60 MPH ZONE
222141025	70 MPH IN A 60 MPH ZONE
222141027	expired 11/18
222141042	no shipping info jan 5
222141046	expired 10/31/18
222141047	SPEEDING 70 MPH IN A 60 MPH ZONE
222141049	LRS 32:1304E  EXPIRED INSPECTION 12/16
222141050	DISCHARGED FIRE EXTINGUISHER
222141063	FRONT LEFT ID LAMP
222141064	RIGHT FRONT
222141065	LEFT HOOD LATCH NOT FASTENED.
222141068	1 MISSING
222141075	AXLE 3 LEFT INSIDE
222141077	FR HEAD LAMP INOP.
222141078	2, NO PROOF OF INSP.
222141083	CONTINUOUS SAND SPILL
222141104	trunion bushings on tandem missing/axle shift
222141107	Violation(s) of 395.8(f)(4)
222141116	AXLE 3 RIGHT OUTSIDE
222141120	L. HOOD LATCH DISENGAGED
222141132	Fire Extinguisher not secured in metal bracket
222141136	2nd Axle Passenger Side Torque Arm Bushing Missing/Worn.  Torque Arm Making Contact with Frame.
222141139	Expired 12/2018
222141150	NONE
222141151	AXLE 4 RIGHT OUTSIDE
222141154	R. HOOD LATCH DISENGAGED
222141158	L HOOD LATCH DISENGAGED
222141195	no flag
222141197	Left rear turn signal on truck not working.
222141200	green line rubbing on grating
222141201	2nd strap not secure rear
222141244	Expired trailer tag 03/2016
222141245	Log not Current on 01/04/2019 11:00 AM (DRIVER failed to log at the beging of the duty day. Started logging at 11:00 am)
222141251	Sitting in northbound lane looking up directions.
222141252	Drive time beyond 5 am.
222141336	DISCHARGED.
222141382	No ABS Malfunction Indicator  Lamp on trailer manufactured in 2007
222141392	NONE DISPLAYED
222141393	NO BREAKAWAY
222141399	NO SAFETY TRIANGLES
222141401	R/S REAR TURN SIGNAL IN/OP
222141473	improper decal, showing expired 2018
222141485	CAN NOT HARDLY SEE REAR PLACARD ON TRAILER. IT IS DIRTY AND NOT NOT VISIABLE. NEEDS A NEW PLACARD.
222141544	NONE IN POSSESSION
222141547	Trailer axle group weighed 34900 LBS legal Weight is 34000 LBS
222141549	right turn signal inop
222141669	Left side low beam headlamp in-op
222141690	12/27/2018 driver exceeds 14 hours from 9:30pm-10:30pm
222141693	Proof of insurance expired (10/01/2018)
222142201	Axle #5 left side inner less than 50% of max psi: 20 of 110.
222142202	Axle #5 left side outer.
222142213	Right rear side lense missing.
222142238	1 of 5 clearance lamps inoperable.
222142249	NONE
222142254	Axle 7 right outside tire rated at 120 psi, requires minimum psi of 60, has 45 psi.
222142256	Axle 4 right inside tire rated at 110 psi, requires minimum psi of 55, has 42 psi.
222142258	Axle 5 left inside tire rated at 110 psi, requires minimum psi of 55, has 34 psi.
222142266	driver failed to add trailer unit nuber for 1//6/19
222142274	NO SPARE FUSES IN POSSESSION AT TIME OF INSPECTION
222142275	RIGHT & LEFT REAR STOP LAMPS INOPERATIVE AT TIME OF INSPECTION
222142278	RIGHT REAR TAIL LAMP INOPERATIVE
222142279	LEFT REAR STOP LAMP GOES OUT WHEN BRAKES ARE APPLIED
222142282	Both left and right stop lamps are inoperable, rear of trailer.
222142286	Left side turn signal inoperable at time of inspection.
222142289	No trailer registration in possession at time of inspection.
222142290	False Log on 01/07/2019 Attempting to avoid 11 hour violation.
222142297	Flat tire on axle 3 left side inside tire. Measured 35psi. Max sidewall 120psi. Under 50% inflation pressure.
222142303	vehicle south bound locked on stationary radar at 65 mph in a 55 mph zone.
222142305	suspended
222142307	missing numbers on left and right sides
222142311	60/55
222142312	Vehicle traveling eastbound moving opposite direction of front lock radar 41 mph in a 25 mph zone
222142323	70 in a 65 zone. (72)
222142326	Paced X Verified CMV was traveling 73 MPH in 65 MPH zone/Cited 69 MPH in a 65 MPH zone.
222142327	Operation of CMV on approach to emergency vehicle/Driver failed to move over for an emergency vehicle, while in discharge of duties when CMV had room to move over
222142328	Paced X Verified CMV was traveling 73 MPH in 65 MPH zone/Cited 69 MPH in a 65 MPH zone.
222142340	73 MPH IN A 65 MPH ZONE
222142342	speed 45 in a posted 35
222142348	no triangles
222142351	driver side turn signal inop rear most
222142353	Paced X Verified CMV was traveling 72 MPH in a 65 MPH zone/Cited 68 MPH in a 65 MPH zone.
222142354	Paced X Verified CMV was traveling 75 MPH in a 65 MPH zone/Cited 75 MPH in a 65 MPH zone.
222142357	Paced X Verified CMV was traveling 72 MPH in a 65 MPH zone/Cited 68 MPH in a 65 MPH zone.
222142361	SPEED 72 IN A POSTED 65
222142363	driver arrived at the port with no seatbelt
222142364	Axle 5 right inner tire with belt material exposed in two areas of tire.
222142365	Company has a Non-Filing status for the weight-distance permits for 9 quarters starting 9/30/2016 to 9/30/2018.
222142366	Violation(s) of 395.8(f)(11)failed to total hours to right of grid on 01/03/2019-01/04/2019.
222142368	60/55
222142370	60/55
222142372	no wiper fluid
222142373	right side numbers worn
222142380	Right side of vehicle dragging a tire chain.
222142381	Drivers ELD is unreadable due to the equipment being scratched up.
222142382	No retro reflective tape on the rear of the trailer.
222142384	63/55
222142388	5th axle left inside tire less than 2/32 inch of tread in major tread group.
222142397	failed brake pressure loss rate
222142398	71 mph in a 55 mph zone
222142401	veh passed 7 signs requiring all commercial vehicles to clear the Texico Port of Entry. 2 of the 7 signs had open signs on them.
222142404	veh passed 7 signs requiring all commercial vehicles to clear the Texico Port of Entry. 2 of the 7 signs had open signs on them.
222142409	Left side rear Hazard Warning Lamp is Inoperative at time of inspection.
222142410	Left side rear turn signal is inoperative at time of inspection.
222142415	Automatic brake adjuster failing to compensate for wear.
222142424	veh passed 7 signs requiring all commercial vehicles to clear the Texico Port of Entry. 2 of the 7 signs had open signs on them.
222142428	Observed from overpass.
222142435	WINDSHIELD WITH INTERSECTING CRACKS AT PASSENGER SIDE.
222142437	NO ABS MALFUNCTION LAMP.
222142440	AXLE 5 RIGHT AND LEFT BRAKES AT 1/4 INCH BEYOND ADJUSTMENT LIMIT.
222142443	REARMOST RIGHT AND LEFT TURN SIGNALS INOPERABLE.
222142446	Driving beyond 8 hour limit since end of the last off duty period on 01/03/2019
222142448	Left side hazard lamp on front of truck inoperable.
222142449	Left side turn signal on front of truck inoperable.
222142450	3rd axle left inside tire flat.
222142476	left intermediate lamp.
222142483	REARMOST RIGHT TURN SIGNAL INOPERABLE.
222142493	REAR 3 I.D. MARKER LAMPS ON TRAILER IN-OP EAST I-10
222142496	STOPPING/STANDING/OR PARKING IN ROADWAY, DRIVER STOPPED IN ROADWAY AND WAS GOING TO REVERSE INTO THE TA TRUCK STOP FOR FUEL.
222142500	1 of 3 id lamps inoperable on rear of trailer
222142503	Taxpayer Not in Compliance, All WDT accounts are inactive
222142508	Paced X Verified CMV was traveling 75 MPH in a 65 MPH zone/Cited 69 MPH in a 65 MPH zone.
222142510	Driver did not produce required document/or have it in possession when asked for it at time of stop/inspection.
222142512	Unsecured fire extinguisher.
222142513	Power Steering gearbox has active oil leak around reservoir and hoses.
222142516	not wearing seat belt
222142517	RS stop lamp, turn signal, emergency flasher INOP
222142518	no US preceding DOT number on either RS or LS of power unit
222142520	Axle 5 left side inside tire has an air leak in tread area that can be heard and felt.
222142522	Flat tire on axle 5 left side inside tire. Measured 25psi. Max sidewall 120psi. Under 50% inflation pressure.
222142523	Flat tire on axle 5 right side inside tire. Measured 42psi. Max sidewall 110psi. Under 50% inflation pressure.
222142525	VERIFIED SPEED ON RADAR AT 64 IN A 45, CITATION ISSUED IS FOR 50-45.
222142527	VERIFIED SPEED ON RADAR AT 55 IN A 45
222142528	VERIFIED SPEED AT 57 IN A 45 ON RADAR, CITATION ISSUED IS FOR 49-45
222142530	RIGHT SIDE HEAD LAMP ON TRACTOR INOP.
222142532	DRIVER HAD BAILING WIRE HANGING OFF THE SIDE OF TRAILER ABOUT TO FALL ON ROADWAY.
222142535	60 MPH IN A POSTED 55 MPH ZONE.
222142537	Paced X Verified CMV was traveling 77 MPH in a 65 MPH zone/Cited 66 MPH in a 65 MPH zone.
222142541	passed port of entry
222142544	LOW  BEAM ON LEFT SIDE OF TRACTOR IN-OPERATIVE WEST ON I-10
222142547	VERIFIED SPEED AT 55 IN A 45 ON RADAR, CITATION ISSUED IS FOR 49-45
222142557	UNAUTHORIZED PASS
222142560	Missing shipping document #'s, on ELD as required.
222142574	68 MPH IN A POSTED 55 MPH ZONE.
222142577	AXLE 2 R/S INSIDE TIRE IS FLAT 0 PSI, BEAD BROKEN
222142580	UNIT ONE HAS ACTIVE FUEL LEAK
222142582	1 OF 2 HEADLIGHTS INOP.
222142588	Flat tire on axle 5 right side inside tire. Measured 0psi.
222142589	Driver presented paper logs when an ELD is required. Driver using paper logs for more than 8 days in a 30 day period during ELD malfunction.
222142597	right side high beam inop
222142599	axle 5 right side outside tire, flat (tire has 30psi, rated at 110psi)
222142600	DRIVER FAILED TO ENTER INSPECTION CHECKPOINT
222142602	BRAKE LAMP RIGHT SIDE INOPERABLE
222142605	EXHAUST LEAK RIGHT SIDE
222142610	right passenger side headlamp inoperable
222142612	Axles #4 and #5, right outside tires
222142617	axle 2 right, audible leak , (brake connection, hose going into brake chamber, brake line torn.)
222142619	air pressure not maintained when engine is at idle and brakes are applied
222142624	Over weight on axles 2/3 by 1,120 lbs.
222142627	Both brake lamps are inoperable at the time of inspection.
222142629	Left rear hazard lamp inoperable at time of inspection.
222142632	Left rear turn signal inoperable at the time of inspection.
222142634	NO WASHER FULID
222142636	AXLE  THREE LEFT SIDE BRAKE OUT OF ADJUSMENT
222142639	Axle 4 left and right side air suspention deflated at time of inspection.
222142640	Axle 5 left and right side air suspention deflated at time of inspection.
222142643	Overweight on axles 2 & 3 weighed 36,020 lbs., allowed 34,320 lbs., over by 1,700 lbs. at time of inspection
222142646	Truck tractor no left or right signal at rear of vehicle.
222142649	Above axle 4 right side 1/2 inch crack from web to radius
222142655	PERFORMED AIR LOSS RATE, UNABLE TO MAINTAIN PRESSURE
222142659	Driver stated ELD has not worked for 2 days at time of inspection, Driver does have paper log sheets.
222142660	front left chain loose min of 4 tiedowns vehicle over 10klbs
222142666	Vehicle traveling northbound moving opposite of front lock radar 51 mph in a 45 mph zone
222142667	Temp tag expired on 12/30/2018 out of new mexico
222142668	No license plate for trailer or registration
222142669	Driver does not have the New Mexico Weight and Distance permit verified on DPS taxation and revenue lookup
222142675	AXLE 1 BRAKE ON DRIVER AND PASSENGER SIDE MEASURES AT 2"
222142680	Paced X Verified CMV was traveling 73 MPH in 65 MPH zone/Cited 69 MPH in a 65 MPH zone.
222142682	Paced X Verified CMV was traveling 72 MPH in 65 MPH zone/Cited 72 MPH in a 65 MPH zone.
222142691	Vehicle traveling westbound moving same direction as front lock radar 36 mph in a 25 mph zone
222142695	Driver does not have trailer registration at time of inspection.
222142698	70 in a 65 zone. (73)
222142699	70 in a 65 zone.
222142700	Driver failed to yield to yield to emergency vehicle.
222142715	No log/log not current on 1/2/2019 06:37 AM shows he is in off duty status at time of stop driver admitted that he left at 0430 and that the log was not caught up
222142771	FAIL TO STOP AT SCALES AS REQUIRED BY LAW
222142813	NONE
222142829	HORN ONLY HAS A WIRE IN STEERING WHEEL
222142831	WRONG TAG ON PERMIT
222142848	FAIL TO CARRY CMV REGISTRATION IN VEHICLE
222142855	TRUCK -P/S TAIL LAMP INOP.
222142856	3 OF 5 ID LAMPS ON MIDDLES SECTION OF TRAILER. D/S
222142861	#1 L/S INOP
222142865	AXLE #8 L/S RUPTURED DIAPHRAM (AUDIBLE AIR LEAK)
222142871	STEERING SYSTEM DAMAGED FROM FRONT IMPACT
222142878	load width = 8ft 9 in. legal at 8ft 6in
222142913	63 IN  A 55 MILE PER HOUR SPEED LIMIT.
222142931	# 5 axle passenger side inside tire flat ..
222142939	68 IN A 60 MILE PER HOUR SPEED LIMIT.
222142952	missing
222142956	large oil leak under engine.
222142959	# 3 axle passenger side inside tire showing metal.
222142962	fail to display license plate on rear of trailer.
222142968	EXPIRED 01.03.2019
222142969	OVERWIDTH VEHICLE MEAS 9FT 6 IN LEGAL 8FT 6 IN.
222142982	AXLE 4 PASSENGERS SIDE OUTSIDE DUAL LESS 2/32ND TREAD
222142983	76/70
222142984	No log/log not current on 1/5/2019 10:00 AM- ON DUTY
222142987	OVERWEIGHT ON GROSS INTERSTATE. 81680 LEGAL AT 80000
222143022	FAIL TO CARRY REGISTRATION IN CMV
222143030	APPORTIONED TAG ON REAR OF TRUCK AND REQUIRED TO BE ON FRONT
222143031	BRAKES WILL NOT FUNCTION WHEN HAND BRAKES APPLIED
222143032	L/R TAIL LAMP INOP
222143034	L/R TURN LAMPS INOP
222143041	FAILURE TO USE HEADLAMPS WHEN REQUIRED, RAIN/INCLEMENT WEATHER
222143046	STOP AND TURN LAMPS INOP
222143076	53 in 45 zone given a warning.
222143105	65 IN A 55 ZONE
222143118	D/S Axle #2 outside/Axle #3 both inside and outside measured less than 2/32" in 3 places in two major tread grooves
222143123	Legally posted 20 ton bridge posted; vehicle weighed 5094/or 25tons
222143128	CROSSMEMBER BETWEEN AXELS 4 AND 5 BOTTOM FLANGE CRACKED ON RIGHT SIDE OF TRAILER.
222143161	P/S upper front marker lamp on trailer is inoperable.
222143163	False Log on 1/5/2019 at 9:20am. Drivers log records do not account for drive time from Kingman, AZ to Amarillo, TX on 1/4/2019-1/5/2019.
222143188	1 cylinder is marked UN1978, Propane, but shown on shipping paper as UN1075, Liquified Petroleum Gas
222143193	Decal and paper form show last inspected January 2017
222143197	Medical card expired 12-06-2018
222143203	AX 4 LH HUB NO MEASUREABLE OIL IN SIGHT GLASS.
222143204	ACTIVE WHEEL SEAL LEAK INNER SEAL. AX 4 LH.
222143215	RH FRONT TRAILER CORNER MARKER INOP DURING INSPECTION.
222143216	BRAKE OUT OF ADJUSTMENT AX 4 RH REG STROKE TYPE 30 CHAMBER MAX TRAVEL 2" ACTUAL 2 1/4".
222143217	AUTO ADJUSTER NOT COMPENSATING FOR WEAR AX 4 RH.
222143245	EB LOCK 50/45 MPH ZONE
222143247	AUDIBLE AIR LEAK AT RIGHT (PASSENGER) STEER AXLE CHAMBER AT BRAKE APPLICATION
222143260	Load measured 10 ft 8 in, no permit and no rear banner
222143261	MCS 150 shows last updated 8-28-2005
222143264	Driver has medical card but has restriction K (See Confidential Notes)
222143265	No Log on 1/7/2019. Driver has only blank log book paper form
222143267	Truck weighed 63600 lbs, max allowable gross is 54500 lbs (measured 24 ft 8 in)
222143270	ABS light in cab stays on
222143271	No rear securement straps
222143277	LH HEADLIGHT INOP.
222143288	ABS light inside cab of vehicle not working.
222143327	Operating a CMV without a CDL on 1/2/2019 Class A CDL required
222143331	Operating a CMV without a CDL on 1/3/2019 Class A required
222143334	Intrastate commerce.
222143335	Not regestered commercially has no laden weight payed for not paying taxes.
222143341	Axle 3 right outside dual has no measurable air pressure
222143360	CARRIER DOES NOT HAVE THE REQUIRED $1,000,000 OF INSURANCE TO TRANSPORT HAZEMAT CONTAINING INTERNAL COMBUSTIBLE ENGINES.
222143361	DRIVER DOES NOT HAVE A CURRENT YEARLY INSPECTION FOR THE TRUCK.
222143375	Missing on both sides.
222143380	Was not able transfer by web service or e-mail.
222143385	Driver is owner operator advised he dosen't have instruction sheet
222143400	AXLE 3 DRIVERS SIDE OUTSIDE DUAL IS FLAT NO MEASURABLE AMOUNT OF AIR.
222143405	Driving beyond 14 hour duty period on 12/28/2018 @ 4:06 AM - 4:21 AM.
222143421	Trailer tandems are weighing 35440 lbs and is allowed 34000 lbs on the interstate.
222143440	No Log on 1/3/2019. DRIVER HAS NO LOGS FOR THE TRIP AND NO WAY OF LOGGING THE TRIP.
222143441	DRIVER DOES NOT HAVE A MEDICAL CARD.
222143462	OVERWIDTH VEHICLE 104 INCH LEGAL 102 INCH.
222143471	Violation(s) of 395.8(h)(1). Driver failed to have a continuous line between appropriate time marker(s).
222143480	LEFT SIDE LOW BEAM HEADLIGHT IS INOP
222143482	MCS-150 EXPIRED 12/21/2018
222143483	60 mph 55 zone
222143485	65 mph 55 zone
222143556	Failure to be registered for the weight being carried. Has a GW of 27,400 lbs.
222143557	Failed to have any markings on both sides of the truck at the time of inspection.
222143560	#2 axle left side (D/S) has an audible airleak from the air chamber. Air pressure is able to be maintained during air loss test.
222143566	SERVICE SIDE GLAD HAND (BLUE) LEAKING WITH SERVICE BRAKE APPLIED
222143567	3 OF 3 CMV ID LAMPS
222143569	DRIVER AND PASSENGER SIDE TIRE RATED AT 6610 POUNDS. DRIVERS SIDE WEIGHT=7900. PASSENGER SIDE WEIGHT=7200
222143672	Passenger side reflective material missing.
222143675	LEFT TURN SIGNAL INOP
222143676	Operating a CMV without a CDL on 1/4/2019
222143677	BREAKAWAY CONNECTED TO SAFETY CHAINS
222143687	DOES NOT HAVE A DOT NUMBER
222143702	Axle 5 passenger side, air hose leading to the brake chamber leaking air. The leak is a the swivel connection, not a proper connection.
222143740	Axle 2 differential housing unit oil leak.
222143750	Axle 4 right side brake inoperable. Brake pads failing to touch brake drum when service brakes are fully applied (rust evidence in brake drum).
222143753	Left and right stop lamps inoperable.
222143774	Right
222143775	Discharged
222143779	Left
222143788	Exceeds gross weight (84320/80000).
222143798	Exceeds axles gross.  Axles 2 and 3 allowed 35,200.  Axles 2 and 3 weighed 39,280.
222143805	69/60
222143806	Fail to use turn signal while changing lanes.
222143814	Audible air leak in engine compartment.
222143815	No decal or hardcopy.
222143820	Axle #4 right side. Brake lining with severe cracking.
222143824	improper display of tag
222143841	Pigtail was unplugged on catwalk
222143842	Left front locking pin intergral locking device is broken and unable to secure.
222143849	Too fast for conditions (Issued by Trooper Safford).
222143878	DL suspended for failure to pay traffic ticket.
222143879	Truck not registered.
222145780	#1 AXLE, DRIVER'S SIDE TIRE.  INNER SIDE OF TIRE HAS BELT MATERIAL EXPOSED AROUND THE CIRCUMFERENCE OF THE TIRE.
222145835	Driver unable to produce at time of inspection
222145836	Violation(s) of 395.15(i)(5)(iii). Total miles driven reflect 101 miles both dates (12/30, 1/3/2019) several hundred less than actual
222145856	EXPIRED 12/31/2018
222145862	No proof of annual inspection either on or in vehicle.
222145865	No ERG/MSDS/SDS/other document(s) for diesel fuel; Doesn't get MOT exception in 173.6 due to unmarked and unsecured gas can.
222145883	Neither carrier name, nor USDOT number displayed on either side of vehicle as required.
222145885	No proof of annual inspection either on or in vehicle (trailer).
222145905	None detected
222145906	US DOT# not displayed on either side of unit
222145925	No corrective lenses worn as required per Missouri CDL and medical certificate.
222145949	not medically certified on dl history
222145951	eld shows none -- no trailer & not listing co-driver  & not changing to current bol# -- listing same one -- not current one
222145952	overweight axles 4-5 --1700#'S --- driver adjusted to legal weight
222145956	no required warnind devices in vehicle
222145988	NONE
222145990	NO EMERGENCY RESPONSE GUIDE PRESENT IN THE POWER UNIT
222145991	Operating a CMV without a CDL on 1/3/2019. REQUIRED A MINIMUM OF A CLASS "C" CDL FOR THIS OPERATION WITH HAZMAT LOAD
222145992	USDOT NUMBER IS OBSCURED BY MUD ON THE DRIVER AND PASSENGER SIDE (NOT VISIBLE AT ALL ON DRIVER SIDE AND PASSENGER SIDE YOU CAN SEE SOME OF IT)
222145993	NONE CAN BE LOCATED BY THE DRIVER (LOOKED ALL OVER THE POWER UNIT AND INSIDE TOOL BOX DOORS AS WELL AS INSIDE THE CAB ARE OF THE POWER UNIT) THOUGHT I T ISAT SHOP
222145994	THE BRAKEAWAY SYSTEM IS ATTACHED TO THE TRAILER PLUG AND HAS A LOOP AROUND THE BALL HITCH (NOT EFFECTIVE)
222145995	DRIVER AND PASSENGER SIDE REAR OF THE TRAILER INOP
222145996	DRIVER SIDE OBSCURED BY FUEL HOSE, ALSO DRIVER AND PASSENGER SIDE PLACARED ARE PINK (SHOULD BE RED , REAR PLACARD IS FADED RED)
222145999	4 AXLE PASSENGER SIDE INOP
222146000	3 AXLE PASSENGER SIDE INOP
222146004	expired 5-18
222146005	32% tint on driver and passenger, side windows
222146010	Driving beyond 8 hour limit since end of last off duty period on 12/31/2018-- from 0100 - 0200 hrs
222146011	Driving beyond 8 hour limit since end of last off duty period on 1/2/2019-- from 1400 - 1700hrs
222146012	LARGE CRACK FROM TOP TO BOTTOM WITH OTHER DAMAGE CLOSE BY
222146019	both brake lights are inoperable on rear most vehicle
222146027	LEGAL AT 34,000 LBS.  WEIGHED AT 36,600 LBS. ON AXLES 4 & 5
222146054	Last inspection completed 12/27/2017
222146098	INOPERABLE ABS LAMP.
222146109	Driver could provide no annual inspection at all.
222146135	DOT number not displayed and Name of business missing "LLC" as listed on CVIEW.
222146146	Over weight on tandem axle #02 & #03. Actual weight 38440 lbs legal weight 34000 lbs . over weight 4440 lbs
222146170	HAZ MAT SHIPPING PAPER FOUND IN BLUE BANK BAG IN GLOVE BOX WITH OTHER MISC. PAPERWORK
222146173	unsecured fire extinguisher (clamp not holding fire extinguisher )
222146218	Cab card not provided by driver; copy in cab expired 4/30/2018
222146223	ID lamp in the center on the passenger side does not work. on the 2014 Freightliner Tractor.
222146235	Right Tail
222146245	Driver Side High Beam
222146251	cord not attached to unit 1, hanging freely
222146253	using front wench for load securement
222146279	Driving beyond 8 hour limit since end of last off duty period on 1/1/2019(8:00pm-8:27pm)
222146304	Required information not entered to allow logs to transmit at time of inspection.
222146345	Tread on axle 4 left duals less than 2/32 in all tread groves.  Tread on axle 5, left dual inside tire less than 2/32 in major tread groves.
