INSP_VIOLATION_ID	INSPECTION_ID	SEQ_NO	PART_NO	PART_NO_SECTION	INSP_VIOL_UNIT	INSP_UNIT_ID	INSP_VIOLATION_CATEGORY_ID	OUT_OF_SERVICE_INDICATOR	DEFECT_VERIFICATION_ID	CITATION_NUMBER	PART_SECTION_ID
222054836	65540413	2	396	3(a)(1)	2	166905447	30	N	3		9203
222054837	65540413	3	393	75C	2	166905447	23	N	3		2909
222054838	65540413	4	396	3(a)(1)	1	166905446	16	N	3		9208
222054839	65540413	5	396	5(b)	1	166905446	30	N	3		9211
222054841	65540419	1	392	2	1	166905456	30	N	3		379214
222054842	65540420	1	392	2	1	166905458	14	N	3		8496
222054843	65540421	1	392	2	1	166905460	30	N	3		379214
222054844	65540422	1	383	23(a)(2)	D		14	Y	4	CF061029	9547
222054845	65540423	1	393	75B	1	166905463	23	N	3	CR071753	254322
222054846	65540423	2	396	3(a)(1)	1	166905463	30	N	3	CR071753	9203
222054847	65540426	1	392	2RG	1	166905469	30	N	3		385705
222054848	65540426	2	390	21(a)	1	166905469	30	N	3		9566
222054849	65540426	3	390	21(a)	1	166905469	30	N	3	HS13177	9566
222054850	65540426	4	392	2	D		14	N	3		8496
222054851	65540426	5	393	75B	1	166905469	23	Y	99		254322
222054852	65540426	6	396	5(b)	1	166905469	30	N	3		9211
222054853	65540426	7	396	5(b)	2	166905470	24	N	3	HS13177	392474
222054854	65540427	1	396	3(a)(1)	1	166905471	30	N	3		9203
222054855	65540427	2	395	22(h)(4)	D		7	N	3		396422
222054856	65540430	1	393	205(b)	1	166905477	24	N	3	CW670436	9457
222054857	65540431	1	393	205(c)	1	166905479	24	Y	99		9458
222054858	65540431	2	393	209(d)	1	166905479	21	N	3		8493
222054859	65540433	1	393	9(a)	1	166905482	20	Y	99		9172
222054860	65540433	2	393	9(a)	1	166905482	20	N	3		9172
222054861	65540434	1	392	2DL	D		14	N	3	DV71339	385698
222054862	65540434	2	392	2AU	1	166905483	30	N	3	DV71340	385695
222054863	65540440	1	392	2RG	1	166905493	30	N	3		385705
222054864	65540440	2	390	21(a)	1	166905493	30	N	3		9566
222054865	65540440	3	392	2AU	1	166905493	30	N	3	JC02794	385695
222054866	65540440	4	393	11	1	166905493	20	N	3		9422
222054867	65540440	5	392	2RG	1	166905493	30	N	3		385705
222054868	65540440	6	392	2RG	1	166905493	30	N	3		385705
222054869	65540441	1	393	9(a)	2	166905495	20	Y	99		9172
222054870	65540441	2	392	2RG	2	166905495	30	N	3	215	385705
222054871	65540441	3	393	11	1	166905494	20	N	3	215	9422
222054872	65540441	4	393	11	2	166905495	20	N	3	281	9422
222054873	65540441	5	392	2WC	2	166905495	30	N	3		385707
222054874	65540441	6	392	2	1	166905494	14	N	3	281	8496
222054875	65540442	1	392	2RG	1	166905496	30	N	3		385705
222054876	65540442	2	392	2AU	1	166905496	30	N	3	281	385695
222054877	65540442	3	393	11	1	166905496	20	N	3		9422
222054878	65540446	1	392	2RG	2	166905503	30	N	3		385705
222054879	65540448	1	393	75(h)	1	166905506	23	N	3		371296
222054880	65540448	2	396	3(a)(1)	1	166905506	30	N	3		9203
222054881	65540449	1	392	2	1	166905507	14	N	3	HN05547	8496
222054882	65540449	2	390	21(a)	1	166905507	30	N	3		9566
222054883	65540449	3	392	2RG	2	166905508	30	N	3		385705
222054884	65540449	4	392	2	2	166905508	14	N	3	AC96393	8496
222054885	65540450	1	392	2-SLLEWA2	D		47	N	3	HD83853	390250
222054886	65540454	1	392	2-SLLS4	D		45	N	3	HM17565	390240
222054887	65540454	2	395	24(d)	D		7	N	3		396428
222054888	65540455	1	392	2	1	166905519	14	N	3		8496
222054889	65540455	2	396	3(a)(1)	1	166905519	16	N	3		9208
222054890	65540456	1	393	9(a)	1	166905520	20	N	3		9172
222054891	65540456	2	396	3(a)(1)	1	166905520	16	N	3		9208
222054892	65540457	1	392	2	1	166905521	14	N	3	JB 47474	8496
222054893	65540457	2	390	21(a)	1	166905521	30	N	3	JB 47474	9566
222054894	65540457	3	392	2AU	1	166905521	30	Y	99	JB 47474	385695
222054895	65540457	4	392	2RG	1	166905521	30	N	3		385705
222054896	65540458	1	393	47(e)	1	166905522	15	N	3		257965
222054897	65540458	2	396	3(a)(1)	1	166905522	16	N	3		9204
222054898	65540458	3	393	75(a)(3)	1	166905522	23	Y	99	215	9334
222054899	65540458	4	393	75(a)(3)	1	166905522	23	Y	99		9334
222054901	65540460	1	392	2AU	1	166905524	30	N	3	JB75906	385695
222054902	65540464	1	395	8(a)	D		3	Y	3		254677
222054903	65540468	1	393	75(a)(3)	1	166905536	23	Y	1	CW532727	9334
222054904	65540468	2	396	3(a)(1)	1	166905536	30	N	3		9203
222054908	65540482	1	396	3(a)(1)	1	166905559	16	N	3		9204
222054909	65540488	1	393	75(a)(3)	1	166905565	23	Y	99		9334
222054910	65540490	1	393	9(a)	1	166905567	20	N	3		9172
222054911	65540490	2	396	3(a)(1)	1	166905567	16	N	3		9204
222054912	65540490	3	396	3(a)(1)	1	166905567	30	N	3		9203
222054913	65540490	4	393	205(c)	1	166905567	24	N	3		9458
222054924	65540546	1	392	2AU	1	166905656	30	N	3	HD83854	385695
222054941	65540585	1	396	3(a)(1)	1	166905726	30	N	3		9203
222054942	65540588	1	392	2RG	1	166905731	30	N	3		385705
222054943	65540594	1	392	2AU	1	166905740	30	N	3		385695
222054947	65540606	1	392	2DL	1	166905759	14	N	3		385698
222054948	65540606	2	392	2RG	1	166905759	30	N	3		385705
222054949	65540606	3	393	75(a)(1)	1	166905759	23	Y	1		9332
222054955	65540619	1	393	207(c)	1	166905778	22	Y	1	CW770773	9328
222054956	65540619	2	393	207(f)	1	166905778	22	N	3		9263
222054957	65540619	3	393	47(e)	1	166905778	15	N	3		257965
222054958	65540619	4	393	47(e)	1	166905778	15	N	3		257965
222054959	65540619	5	396	3(a)(1)	1	166905778	15	Y	1		383183
222054960	65540620	1	396	5(b)	1	166905780	24	N	3	CW770809	392474
222054961	65540620	2	396	3(a)(1)	1	166905780	16	N	3		9208
222054962	65540621	1	393	48(a)	1	166905782	16	N	3		9288
222054965	65540630	1	396	3(a)(1)	2	166905797	16	N	3		9208
222054966	65540631	1	396	3(a)(1)	1	166905798	15	Y	99		383183
222054967	65540631	2	396	3(a)(1)	1	166905798	16	Y	99		9208
222054968	65540631	3	393	47(e)	2	166905799	15	N	3		257965
222054969	65540632	1	393	45(d)	1	166905800	16	N	3		392462
222054970	65540632	2	393	60(b)	1	166905800	26	N	3		257570
222054971	65540632	3	396	3(a)(1)	2	166905801	16	N	3		9208
222054974	65540638	1	393	45(b)(2)	2	166905809	16	N	3		392460
222054975	65540638	2	393	75C	2	166905809	23	N	3		2909
222054987	65540645	1	392	2	D		14	N	3	Y966867-4	8496
222055039	65540651	1	392	16	D		11	N	3		9386
222055118	65540657	1	392	2	D		14	N	3		8496
222055119	65540658	1	392	2-SLLS3	D		45	N	3		390248
222055157	65540667	1	392	16	D		11	N	3	Y9668641	9386
222055221	65540678	1	392	16	D		11	N	3	Y966811-4	9386
222055242	65540684	1	392	16	D		11	N	3		9386
222055257	65540689	1	392	16	D		11	N	3	Y 966795-2	9386
222055258	65540690	1	392	82(a)(1)	D		14	N	3		392492
222055259	65540691	1	392	82(a)(1)	D		14	N	3		392492
222055261	65540694	1	392	16	D		11	N	3		9386
222055310	65540699	1	392	16	D		11	N	3		9386
222055311	65540699	2	392	2DL	D		14	N	3		385698
222055312	65540700	1	391	41(a)-F	D		1	N	3	Y966866- 3	393832
222055313	65540700	2	392	2LV	D		14	N	3		385702
222055346	65540710	1	392	2MI	D		14	N	3		385703
222055351	65540714	1	392	2MI	D		14	N	3	Y966824-3	385703
222055363	65540716	1	392	16	D		11	N	3		9386
222055365	65540719	1	392	2-SLLS4	D		45	N	3		390240
222055366	65540719	2	391	41(a)-F	D		1	N	3		393832
222055371	65540721	1	392	9b(a)	1	166906017	30	Y	99		396447
222055372	65540721	3	390	19(a)(2)	1	166906017	30	N	3		393824
222055413	65540728	1	392	2	D		14	N	3	Y966854-5	8496
222055414	65540728	2	392	2-SLLS2	D		45	N	3		390247
222055415	65540728	3	390	21(b)	1	166906033	30	N	3		9426
222055416	65540729	2	392	2RG	1	166906035	30	N	3	Y966858-2	385705
222055417	65540729	3	391	45(b)	D		1	N	3	Y966858-2	8487
222055418	65540729	1	392	2	D		14	N	3		8496
222055425	65540735	1	392	16	D		11	N	3		9386
222055426	65540736	1	392	16	D		11	N	3		9386
222055427	65540738	1	392	2	1	166906045	14	N	3		8496
222055433	65540741	1	391	41(a)-F	D		1	N	3		393832
222055434	65540741	2	392	16	D		11	N	3		9386
222055435	65540742	1	392	16	D		11	N	3	Y966880-3	9386
222055436	65540742	2	391	41(a)-F	D		1	N	3	Y9668836	393832
222055437	65540742	3	383	23(a)(2)	D		14	Y	3	Y9668836	9547
222055438	65540742	4	392	2	D		14	N	3		8496
222055479	65540756	1	393	9(a)	1	166906076	20	N	3		9172
222055480	65540757	1	392	2	D		14	N	3		8496
222055487	65526529	1	393	100(b)	1	166906083	25	Y	1	1V50DJN	254958
222055491	65526564	1	393	75(a)(2)	2	166906088	23	N	3		9333
222055492	65540763	1	393	95(a)	1	166906090	28	N	3		9178
222055493	65540763	2	393	45(b)(2)	1	166906090	16	N	3		257958
222055505	65540768	1	392	2DIM	2	166906100	30	N	3		385697
222055518	65540771	1	395	15G01	D		7	N	3		396254
222055519	65540771	2	393	45(b)(2)	1	166906105	16	N	3		257958
222055520	65540771	3	393	47(e)	1	166906105	15	N	3		257965
222055525	65540773	1	393	9(a)	1	166906110	20	N	3		9172
222055526	65540773	2	393	75A	1	166906110	23	Y	99	591OBMD	8494
222055559	65540786	1	390	21(b)	1	166906139	30	N	3	DT60BFF	9426
222055568	65540792	1	392	2-SLLS4	D		45	N	3		390240
222055569	65540792	2	391	41(a)-F	D		1	N	3	DK00AYY	393832
222055570	65540792	3	392	9b(a)	1	166906148	30	N	3	DK10AYY	396080
222055571	65540792	4	393	95(a)	1	166906148	28	N	3		9178
222055572	65540792	5	393	95(f)	1	166906148	28	N	3		9180
222055587	65540799	1	392	2-SLLS4	D		45	N	3		390240
222055588	65540800	1	393	95(f)	1	166906160	28	N	3		9180
222055589	65540800	2	396	17(c)	1	166906160	29	N	3		9202
222055591	65540802	1	393	9(a)	1	166906163	20	N	3		283327
222055592	65540802	2	393	78	1	166906163	26	N	3		9347
222055593	65540802	3	393	75C-OOS	2	166906164	99	N	3	3160BL0	396408
222055594	65540802	4	393	9(a)	2	166906164	20	N	3		9172
222055595	65540802	5	393	9(a)	2	166906164	20	N	3		396450
222055596	65540802	6	393	75(a)(3)	2	166906164	23	Y	99		9334
222055597	65540802	7	393	47(d)	2	166906164	16	Y	99	3150BL0	257964
222055598	65540802	8	393	48(a)	2	166906164	16	Y	99	3140BL0	9288
222055599	65540802	9	393	48(a)	2	166906164	16	Y	99		9288
222055600	65540802	10	393	48(a)	1	166906163	16	Y	99		9288
222055601	65540802	11	393	47(d)	1	166906163	16	Y	99		257964
222055602	65540802	12	393	48(a)	1	166906163	16	Y	99		9288
222055603	65540802	13	393	11	2	166906164	20	N	3		9427
222055604	65540802	14	393	45(b)(2)	2	166906164	16	Y	99		392460
222055605	65540802	15	393	207(a)	1	166906163	22	Y	99		9459
222055606	65540802	16	393	207(a)	1	166906163	22	Y	99		9459
222055609	65540805	1	393	45(b)(2)	1	166906168	16	N	3		392460
222055610	65540805	2	396	5(b)	1	166906168	30	N	3		9211
222055617	65540812	1	393	9(a)	1	166906179	20	N	3		9172
222055618	65540812	2	393	9(a)	1	166906179	20	N	3		9172
222055619	65540812	3	393	60(c)	1	166906179	26	N	3		257571
222055620	65540812	4	395	8F01	D		3	N	3		396252
222055621	65540813	1	393	60(c)	1	166906180	26	N	3		257571
222055622	65540813	2	376	11(d)(1)	D		14	N	3		396114
222055623	65540813	3	392	2-SLLEWG1	1	166906180	47	N	3	3K70BJD	390249
222055624	65540813	4	393	75G-LOAD	1	166906180	23	Y	99	3K80BJD	396403
222055630	65540818	1	392	2C	D		40	N	3	DTB0BFF	9389
222055635	65540821	1	392	2C	D		40	N	3	DTD0BFF	9389
222055652	65540826	1	393	45(b)(2)	2	166906210	16	N	3		392460
222055653	65540826	2	393	45PC	1	166906209	16	Y	99	27J0BD2	392459
222055691	65540842	1	392	2DIM	2	166906240	30	N	3		385697
222055721	65540847	1	392	2-SLLS3	D		45	N	3		390248
222055722	65540847	2	393	95(f)	1	166906253	28	N	3	5N30HBZ	9180
222055724	65540849	1	393	75A	1	166906257	23	Y	1		8494
222055732	65540855	1	396	3A1DSCB	1	166906268	30	Y	99		396116
222055733	65540855	2	393	209(d)	1	166906268	21	Y	99	7DS0B1Z	8493
222055734	65540856	1	393	75C	2	166906270	23	N	3		2909
222055746	65540864	1	390	21(b)	1	166906288	30	N	3		9426
222055747	65540864	2	393	9(a)	2	166906289	20	N	3		9172
222055748	65540866	1	392	2-SLLEWA1	D		47	N	3		390260
222055749	65540866	2	107	620(b)	D		39	N	3		8488
222055760	65540878	1	393	60(c)	1	166906313	26	N	3		257571
222055774	65540892	1	392	2DL	D		14	N	3	5L20BMS	385698
222055775	65540892	2	391	41(a)-P	D		1	N	3	5L30BMS	393834
222055776	65540892	3	392	9b(a)	1	166906342	30	N	3		396080
222055777	65540892	4	393	43	2	166906343	16	Y	99		9279
222055778	65540892	5	392	2C	D		40	N	3		9389
222055779	65540892	6	393	9(a)	2	166906343	20	Y	99		9172
222055780	65540892	7	393	9(a)	2	166906343	20	Y	99		283327
222055781	65540892	8	393	95(a)	1	166906342	28	N	3		9178
222055782	65540892	9	393	95(f)	1	166906342	28	N	3		9180
222055826	65540903	1	393	100(a)	1	166906370	25	Y	99		9417
222055827	65540906	1	393	75(a)(1)	1	166906373	23	N	3	BN80CRH	9332
222055828	65540906	2	393	9(a)	1	166906373	20	N	3		283327
222055829	65540906	3	392	2RG	1	166906373	30	N	3		385705
222055844	65540912	1	392	2C	D		40	N	3		9389
222055845	65540912	2	392	2MI	D		14	N	3		385703
222055846	65540912	3	391	41(a)	D		1	N	3		9377
222055849	65540916	1	392	2C	D		40	N	3		9389
222055850	65540916	2	396	5(b)	1	166906389	30	N	3		9211
222055851	65540916	3	396	3(a)(1)	2	166906390	16	N	3		9204
222055852	65540916	4	393	207(c)	2	166906390	22	Y	99		9328
222055853	65540917	1	107	620(b)	1	166906391	39	N	3		8488
222055854	65540917	2	390	21(b)	1	166906391	30	N	3		9426
222055855	65540918	1	393	9(a)	1	166906392	20	N	3		9172
222055856	65540918	2	393	11	1	166906392	20	N	3		9422
222055861	65540920	1	393	43	2	166906400	16	Y	99		9279
222055862	65540920	2	396	3A1T	2	166906400	23	Y	99		9209
222055865	65540922	1	392	2	D		14	N	3		8496
222055866	65540923	1	393	75(a)(1)	1	166906404	23	Y	99		9332
222055867	65540923	2	393	9(a)	1	166906404	20	Y	99		283327
222055868	65540924	1	393	17(b)	1	166906405	20	Y	99		9442
222055869	65540924	2	393	9(a)	1	166906405	20	N	3		9172
222055870	65540925	1	393	9(a)	1	166906406	20	N	3		9182
222055872	65540929	1	391	45(b)	D		1	N	3	9500B8X	8487
222055873	65540929	2	393	19	1	166906413	20	N	3		9443
222055874	65540929	3	393	9(a)	1	166906413	20	N	3		396450
222055875	65540929	4	393	9(a)	1	166906413	20	Y	99		283327
222055889	65540942	1	391	41(a)	D		1	N	3		9377
222055890	65540942	2	390	21(b)	1	166906436	30	N	3		9426
222055891	65540945	1	393	75A	1	166906439	23	Y	99		8494
222055892	65540945	2	393	9(a)	2	166906440	20	N	3		9183
222055893	65540945	3	393	47(e)	1	166906439	15	N	3		257965
222055894	65540945	4	393	53(b)	1	166906439	16	N	3		385681
222055908	65540948	1	393	47(e)	2	166906448	15	N	3	0LW0SXR	257965
222055909	65540948	2	396	3(a)(1)	2	166906448	15	Y	99		383183
222055910	65540948	3	393	75B-OOS	2	166906448	99	N	3		396409
222055911	65540948	4	393	110(b)	2	166906448	25	Y	99	0LX0SXR	256389
222055912	65540948	5	393	100(b)	2	166906448	25	Y	99		254958
222055913	65540948	6	393	53(b)	2	166906448	16	N	3		385681
222055914	65540948	7	393	47(e)	2	166906448	15	N	3	0LY0SXR	257965
222055918	65540951	1	392	16	D		11	N	3	9530B8X	9386
222055919	65540952	1	392	2RG	1	166906452	30	N	3	9540B8X	385705
222055930	65540955	1	392	2DL	D		14	N	3		385698
222055932	65540963	1	393	9(a)	1	166906474	20	Y	1		396450
222055940	65540969	1	391	11B2	D		14	N	3	WARNING	9372
222055941	65540969	2	395	8(a)(1)	D		3	Y	3	2RY0AZV	396451
222055942	65540969	3	393	45	1	166906481	16	Y	99		9283
222055965	65540975	1	392	16	D		11	N	3	9560B8X	9386
222055966	65540975	2	391	11(b)(4)	D		14	Y	3		9373
222055976	65540979	1	395	15G01	D		7	N	3		396254
222055977	65540979	2	395	15G02	D		7	N	3		396190
222055993	65540990	1	395	22(h)(4)	D		7	N	3		396422
222055994	65540992	1	393	95(a)	1	166906532	28	N	3		9178
222055995	65540992	2	393	75A	1	166906532	23	Y	99		8494
222056015	65540996	1	392	9b(a)	D		30	N	3	5B50BCP	396447
222056016	65540996	2	383	71(h)	D		14	N	3		396336
222056017	65540996	3	393	75A	2	166906543	23	Y	99		8494
222056018	65540996	4	393	43	2	166906543	16	Y	99		9279
222056019	65540996	5	393	25(f)	2	166906543	20	N	3		9271
222056020	65540996	6	393	9(a)	2	166906543	20	Y	99		283327
222056021	65540996	7	393	9(a)	2	166906543	20	N	3		9172
222056086	65541007	1	393	9(a)	1	166906585	20	N	3		9172
222056087	65541007	2	393	9(a)	1	166906585	20	N	3		9172
222056088	65541007	3	396	17(c)	1	166906585	29	N	3		9202
222056089	65541007	4	390	19(a)(1)	1	166906585	30	N	3		393823
222056104	65526667	1	383	51(a)-SOUT	D		8	Y	3		393817
222056105	65526667	2	390	21(b)	1	166906593	30	N	3		9426
222056161	65541029	1	392	16B	D		11	N	3	4X10J6V	396396
222056162	65541029	2	396	17(c)	1	166906624	29	N	3		9202
222056163	65541029	3	393	60(c)	1	166906624	26	N	3		257571
222056164	65541029	4	393	9(a)	1	166906624	20	N	3		9172
222056172	65541033	1	391	41(a)-F	D		1	N	3	69P0B3T	393832
222056173	65541033	2	383	23(a)(2)	D		14	Y	3	69M0B3T	9547
222056174	65541033	3	390	21(b)	1	166906632	30	N	3	69L0B3T	9426
222056175	65541033	4	393	95(a)	1	166906632	28	N	3		9178
222056176	65541033	5	393	95(f)	1	166906632	28	N	3		9180
222056177	65541033	6	393	43	2	166906633	16	Y	99		9279
222056178	65541033	7	393	100(a)	2	166906633	25	Y	99	69N0B3T	9417
222056179	65541033	8	393	9(a)	2	166906633	20	Y	99		283327
222056180	65541033	9	393	25(f)	2	166906633	20	N	3		9271
222056181	65541034	1	392	16	D		11	N	3	69Q0B3T	9386
222056182	65541034	2	393	95(a)	1	166906634	28	N	3		9178
222056184	65541036	1	393	55(c)(2)	1	166906637	16	N	3		9301
222056185	65541037	1	393	75A	1	166906638	23	N	3		8494
222056186	65541037	2	393	75B-OOS	1	166906638	99	N	3		396409
222056187	65541037	3	393	45(b)(2)	2	166906639	16	Y	99		257958
222056188	65541037	4	393	11	1	166906638	20	N	3		9422
222056189	65541037	5	393	203(b)	1	166906638	19	N	3		9452
222056191	65541041	1	393	9(a)	1	166906643	20	N	3		283327
222056235	65541064	1	393	207(c)	1	166906686	22	N	3		9328
222056236	65541064	2	393	81	1	166906686	30	N	3		9350
222056237	65541064	3	393	83(h)	1	166906686	27	N	3		9358
222056238	65541064	4	396	3(a)(1)	1	166906686	30	Y	99		9203
222056239	65541065	1	391	15(a)-NSOUT	D		8	N	3	2WM0J6X	393829
222056240	65541065	2	392	2RG	1	166906687	30	N	3	2WQ0J6X	385705
222056241	65541065	3	392	2RG	1	166906687	30	N	3	2WR0J6X	385705
222056247	65526810	1	392	2	1	166906695	47	N	3	1340E79	390281
222056248	65541070	1	393	75C	1	166906699	23	N	3		2909
222056249	65541070	2	390	21(b)	1	166906699	30	N	3		9426
222056271	65541075	1	393	9(a)	1	166906710	20	N	3		9182
222056272	65541075	2	393	203	1	166906710	30	N	3		9450
222056273	65541075	3	393	207(f)	1	166906710	22	N	3		9263
222056274	65541075	4	396	5(b)	1	166906710	30	N	3		9211
222056289	65541079	1	392	16	D		11	N	3	69V0B3T	9386
222056294	65541082	1	391	11(b)(5)-DEN	D		14	Y	3		393826
222056306	65541085	1	392	2-SLLEWA2	D		47	N	3	1250E79	390250
222056313	65526744	1	392	2-SLLEWG1	D		47	N	3	1NY0AZ9	390249
222056314	65526744	2	393	75(f)	1	166906749	23	Y	99		9340
222056326	65541090	1	390	19B2-BIENNIAL	1	166906757	99	N	3		396411
222056327	65541090	2	392	2-SLLS4	D		45	N	3		390240
222056345	65541098	1	392	2C	D		40	N	3		9389
222056346	65541098	2	391	41(a)	D		1	N	3		9377
222056347	65541101	1	390	19(a)(1)	1	166906782	30	N	3		393823
222056351	65526745	1	392	2C	D		40	N	3		9389
222056352	65526745	2	391	41(a)-F	D		1	N	3	1P00AZ9	393832
222056353	65526745	3	390	21(b)	1	166906789	30	N	3	1NZ0AZ9	9426
222056354	65526745	4	392	9b(a)	1	166906789	30	N	3		396080
222056355	65526745	5	393	95(a)	1	166906789	28	N	3		9178
222056356	65526745	6	393	95(f)	1	166906789	28	N	3		9180
222056357	65526745	7	393	75(f)	1	166906789	23	Y	99	1P10AZ9	9340
222056360	65541108	1	392	2LV	D		14	N	3	1P40AZ9	385702
222056418	65541118	1	392	9b(a)	1	166906816	30	N	3		396447
222056419	65541118	2	392	2RG	1	166906816	30	N	3	C260AZB	385705
222056420	65541118	3	393	95(a)	1	166906816	28	N	3		9178
222056421	65541118	4	393	95(f)	1	166906816	28	N	3		9180
222056422	65541118	5	393	43	2	166906817	16	Y	99		9279
222056428	65541121	1	392	2C	D		40	N	3	57P0BJB	9389
222056429	65541121	2	391	41(a)	D		1	N	3		9377
222056430	65541121	3	390	19(a)(1)	1	166906822	30	N	3		393823
222056431	65541121	4	393	9(a)	1	166906822	20	N	3		9172
222056432	65541121	5	396	5(b)	1	166906822	30	N	3		9211
222056434	65541124	1	390	21(b)	1	166906826	30	N	3		9426
222056456	65541132	1	393	209(d)	1	166906842	21	Y	99		8493
222056457	65541132	2	393	45(b)(2)	1	166906842	16	Y	99		392461
222056496	65541146	1	392	2-SLLS2	D		45	N	3		390247
222056499	65541149	1	395	22(h)(4)	D		7	N	3		396422
222056500	65541149	2	395	22(h)(1)	D		7	N	3		396420
222056501	65541149	3	395	22(h)(2)	D		7	N	3		396436
222056504	65541153	1	396	3A1T	1	166906885	23	Y	99		9209
222056505	65541153	2	393	201(b)	1	166906885	19	N	3		9446
222056532	65541160	1	391	41(a)-F	D		1	N	3		393832
222056533	65541160	2	392	2C	D		40	N	3		9389
222056534	65541160	3	393	9(a)	1	166906901	20	Y	1		283327
222056535	65541160	4	393	9(a)	1	166906901	20	N	3		396450
222056536	65541160	5	392	9b(a)	1	166906901	30	N	3		396081
222056537	65541160	6	393	11	1	166906901	20	N	3		9422
222056538	65541160	7	393	95(f)	1	166906901	28	N	3		9180
222056554	65541166	1	393	9(a)	1	166906919	20	N	3		9182
222056555	65541166	2	393	11	1	166906919	20	N	3		9422
222056556	65541166	3	393	201(d)	2	166906920	19	N	3		9448
222056557	65541166	4	393	45(b)(2)	2	166906920	16	Y	99	2HH0E7L	392460
222056558	65541166	5	393	45(b)(2)	2	166906920	16	Y	99		392460
222056582	65541179	1	396	17(c)	1	166906944	29	N	3		9202
222056605	65526630	1	393	75C	2	166906968	23	N	3		2909
222056606	65526630	2	393	70B1I	1	166906967	17	Y	99		396253
222056624	65541196	1	392	2DIM	2	166906987	30	N	3	3ZM0BMB	385697
222056625	65541198	1	392	16	D		11	N	3		9386
222056626	65541198	2	392	2C	D		40	N	3		9389
222056628	65541200	1	392	16	D		11	N	3	6GR0BCJ	9386
222056629	65541200	2	396	17(c)	1	166906992	29	N	3		9202
222056630	65541200	3	393	9(a)	1	166906992	20	N	3		9172
222056631	65541200	4	393	9(a)	1	166906992	20	N	3		9172
222056632	65541200	5	393	60(c)	1	166906992	26	N	3		257571
222056633	65541201	1	392	16	D		11	N	3	6GT0BCJ	9386
222056634	65541201	2	391	41(a)	D		1	N	3	6GV0BCJ	9377
222056635	65541201	3	392	2C	D		40	N	3	6GS0BCJ	9389
222056636	65541201	4	390	21(b)	1	166906993	30	N	3		9426
222056637	65541201	5	393	9(a)	1	166906993	20	N	3		9172
222056638	65541201	6	393	9(a)	1	166906993	20	N	3		9172
222056639	65541201	7	393	9(a)	1	166906993	20	N	3		9172
222056647	65541204	5	396	3(a)(1)	1	166907000	15	Y	99		383183
222056648	65541204	4	396	3(a)(1)	1	166907000	16	Y	99		9208
222056649	65541204	1	393	48A-BSRFS	1	166907000	16	N	3		392469
222056650	65541204	2	396	3(a)(1)	1	166907000	16	N	3		9204
222056651	65541204	3	396	3(a)(1)	1	166907000	16	N	3		9204
222056658	65541208	1	395	8(a)(1)	D		3	Y	3		396451
222056708	65541219	1	392	2WC	2	166907032	30	N	3	7CC0BGZ	385707
222056709	65541219	2	396	17(c)	2	166907032	29	N	3		9202
222056710	65541219	3	396	17(c)	1	166907031	29	N	3		9202
222056711	65541219	4	392	2FT	D		14	N	3	7CD0BGZ	385699
222056712	65541219	5	395	22(h)(1)	D		7	N	3		396420
222056713	65541219	6	395	22(h)(2)	D		7	N	3		396436
222056714	65541219	7	395	22(h)(3)	D		7	N	3		396421
222056715	65541219	8	395	22(h)(4)	D		7	N	3		396422
222056716	65541219	9	393	75(a)(3)	2	166907032	23	Y	99	7CF0BGZ	9334
222056717	65541219	10	393	55(d)(1)	1	166907031	16	N	3		9302
222056718	65541219	11	393	78	1	166907031	26	N	3		9347
222056719	65541219	12	393	11	2	166907032	20	N	3		9422
222056720	65541219	13	393	100(c)	2	166907032	25	Y	99		254961
222056721	65541219	14	395	8E	D		2	Y	3	7CG0BGZ	253692
222056727	65541223	1	393	9(a)	1	166907040	20	N	3		9182
222056728	65541223	2	393	60(c)	1	166907040	26	N	3		257571
222056729	65541223	3	395	8(a)(1)	D		3	Y	3		396451
222056730	65541224	1	392	2-SLLEWA1	D		47	N	3	3DT0E66	390260
222056736	65541228	1	392	9a(a)(1)	1	166907050	30	Y	99	1JY0AZJ	337774
222056737	65541228	2	392	2IRP	1	166907050	30	N	3		385701
222056738	65541228	3	392	2FT	1	166907050	14	N	3		385699
222056739	65541228	4	393	75G-LOAD	1	166907050	23	Y	99		396403
222056741	65541230	1	392	2-SLLEWG1	D		47	N	3	1JZ0AZJ	390249
222056756	65526854	1	392	2C	D		40	N	3		9389
222056757	65526854	2	391	11(b)(4)	D		14	Y	3	60L0BHB	9373
222056758	65526854	3	395	8F01	D		3	N	3		396252
222056778	65541257	1	393	75C	2	166907100	23	N	3		2909
222056882	65541330	1	392	2C	D		40	N	3		9389
222056898	65541335	1	391	41(a)-FPC	D		1	Y	3	365260	393833
222056899	65541335	2	393	43	2	166907236	16	Y	99		9279
222056900	65541335	3	390	21(b)	1	166907235	30	N	3		9426
222056901	65541335	4	396	17(c)	2	166907236	29	N	3		9202
222056902	65541335	5	393	95(a)	1	166907235	28	N	3		9178
222056903	65541335	6	393	95(f)	1	166907235	28	N	3		9180
222056904	65541335	7	393	25(f)	2	166907236	20	N	3		9271
222056905	65541335	8	393	9(a)	2	166907236	20	Y	99		283327
222056906	65541335	9	392	7(a)	D		14	N	3		390280
222056907	65541335	10	392	2RG	2	166907236	30	N	3		385705
222056908	65541336	1	392	16	D		11	N	3		9386
