INSP_VIOL_SHIPPER_ID	INSP_VIOLATION_ID	SHIPPER_NAME	SHIPPER_STREET	SHIPPER_CITY	SHIPPER_STATE	SHIPPER_ZIP_CODE	SHIPPER_FIRST_BYTE	SHIPPER_DOT_NUMBER	PART_NO	PART_NO_SECTION	PART_SECTION_ID
294313	222954757	WARING OIL COMPANY	PO BOX 66	VICKSBURG	MS	39181		225297	172	202(a)(2)	8592
294315	222956081	JONES WELDING AND INDUSTRIAL SUPPLY INC	P O BOX 71826	ALBANY	GA	31708		456148	172	407	10904
294318	222962023	TERMINAL CONSOLIDATION COMPANY	3600 GREAT MIDWEST DRIVE	KANSAS CITY	MO	64161		326335	172	516(c)(6)	9576
294321	222965714	MAGELLAN PIPELINE COMPANY, L.P.	PO BOX 22186	TULSA	OK	74121			172	302(a)	8628
294322	222965879	BISON FIELD SERVICES LLC	9500 EAST 4500 NORTH	LAPOINT	UT	84039		3121915	172	200(a)	8586
294323	222967146	WRIGHT PROPANE LLC	PO BOX 386	WRIGHT	WY	82732		721507	172	328(d)	263071
294324	222967154	DYNO NOBEL INC	8305 OTTO ROAD	CHEYENNE	WY	82001			172	202(a)(5)	8595
294326	222975781	FANNON PETROLEUM SERVICE INC	7755 PROGRESS COURT	GAINESVILLE	VA	20155		110760	172	334	8662
294327	222976088	CARROLL INDEPENDENT FUEL LLC	2700 LOCH RAVEN RD	BALTIMORE	MD	21218-4733		336632	173	24(b)(1)	9589
294329	222976400	D'ANGELO BROS INC	3700 S 26TH STREET	PHILADELPHIA	PA	19145-5207		433586	172	331C	396307
294334	222978636	SEWELL TRANSPORT LLC	3400 JUNCTION CITY HWY	EL DORADO	AR	71730-8308		2878298	172	516(c)(6)	9576
294335	222981583	BMP INTERNATIONAL INC	8105 ANDERSON RD	TAMPA	FL	33634		2611576	172	504(a)	8682
294336	222981638	ABOVE & BEYOND PEST ENVIRONMENTAL SERVICES AND TERMITES	907 BARNETT DR	LAKE WORTH	FL	33461		1501180	172	504(a)	8682
294337	222982219	OSMAIL BLANCO PEREZ	1722 W HENRY AVE	TAMPA	FL	33603			172	600(c)	9579
294338	222982613	A&M SUPPLY CORPORATION	6701 90TH AVENUE NORTH	PINELLAS PARK	FL	33782		120769	172	201(a)(1)	8587
294341	222982868	LUIS RICARDO GARCIA GALUP	5871 CURRYFORD RD	ORLANDO	FL	32822			172	600(c)	9579
294346	222983812	JOHN CURTIN	5911 LANDSWOOD WAY	NAPLES	FL	34116		3069925	172	202(a)(3)	8593
294350	222984756	ARC SPECIALTY PRODUCTS	95 BALCHEM LANE ROUTE 17 SOUTH	GREEN POND	SC	29446			177	823A	1789
294352	222985556	SIDNEY LEE WELDING SUPPLY INC	P O BOX 429	HAMPTON	GA	30228		917052	173	24(b)(1)	9589
294357	222991335	LAMPTON WELDING SUPPLY CO INC	601 N  WASHINGTON	WICHITA	KS	67214		128303	172	301(a)(1)	385686
294359	222992448	TOTAL PETROLEUM SERVICES LLC	16601 W 132ND CIRCLE	OLATHE	KS	66062		2175574	177	817A	3075
294363	222995318	ARDEX L.P.	150 MOONEY DRIVE	BOURBONNAIS	IL	60914			172	203(k)	8617
294364	222995320	KMG CHEMICALS C/O TRANSPLACE	PO BOX 425	LOWELL	AR	72745			172	331C	396307
294365	222995405	NU CALGON WHOLESALER	2611 SCHUETZ RD	MARYLAND HEIGHTS	MO	63043			177	817E	3363
294367	222996083	CRST SPECIALIZED TRANSPORTATION INC	PO BOX 80520	FORT WAYNE	IN	46898		1278850	172	502(a)(1)	8680
294368	222996093	BEST CORP.	417 WATTS DRIVE	BAKERSFIELD	CA	93307			172	302(a)	8628
294369	222996170	CHEMICAL TRANSFER CO	PO BOX 6036	STOCKTON	CA	95206-6036		269372	395	15G01	396254
294370	222996178	HI TECH FLOORING	812 LIVE OAK DR A	CHESAPEAKE	VA	23320			172	407	10904
294371	222996260	WESTERN REFINING SOUTHWEST GALLUP REFINING	22 GIANT CROSSING ROAD	GALLUP	NM	87301			172	516(c)(6)	9576
294372	222997406	OE CONSTRUCTION CORPORATION	16702 W 56TH DRIVE	GOLDEN	CO	80403		1544793	172	328(d)	263071
294376	222999356	PMA TRUCKING INC	3415 83RD ST UNIT E11	WOODRIDGE	IL	60517		2489721	172	504(a)	8682
294377	223007075	SEVENTEEN TWENTY OIL	1385 E 6TH ST	CORONA	CA	92879			172	202(b)	8596
294378	223007928	AAA OIL INC	11621 WESTMINSTER AVENUE	GARDEN GROVE	CA	92843		2007610	172	328(d)	263071
294379	223007934	CHEVRON							172	202(a)(5)	8595
294382	223013117	CONSTRUCTION EQUIPMENT RENTAL INC	588 ERIAL RD	SICKLERVILLE	NJ	08081		616387	172	400(a)	8664
294383	223013437	K W RASTALL INC	2600 ROUTE 130	N BRUNSWICK	NJ	08902-4712		3092270	172	328(a)	8655
294386	223013576	TC LANDSCAPE CONSTRUCTION GROUP INC	729 MARIE STREET	TOMS RIVER	NJ	08753			172	401	8665
294387	223013581	MINNWHALE LLC	1000 WOODBURY ROAD	WOODBURY	NY	11797		1623550	172	328(d)	263071
294388	223013599	CENTRAL JERSEY WASTE & RECYCLING INC	432 STOKES AVENUE	EWING	NJ	08638		807866	172	400(a)	8664
294394	223016947	SUNOCO PARTNERS MARKETING & TERMINALS LP	1300 MAIN FLOOR 2	HOUSTON	TX	77002		1000125	172	516(c)(6)	9576
294395	223017223	PRAXAIR DISTRIBUTION INC	5111 CHOCTAW DR	BATON ROUGE	LA	70805		664776	172	202(b)	8596
294396	223017450	H & P DRILLING	460 S DOCTOR M ROPER PARKWAY	BULLARD	TX	75757			172	201(d)	8590
294398	223019280	EARNHEART PROPANE LLC	12788 W CO RD 60	MARSHALL	OK	73056		1917147	172	516(c)(6)	9576
294399	223019755	BEN-TREI FERTILIZER LLC	7304 SOUT YALE AVE	TULSA	OK	74136			172	504(a)	8682
294401	223021466	ROCKWATER WEST TX LLC	9160 WEST INTERSTATE 20	ODESSA	TX	79763		735495	172	504(a)	8682
294404	223023902	CITGO PETROLEUM CORP	135TH ST & NEW AVE	LEMONT	IL	60439			172	203L	396301
294405	223024140	PRAXAIR DISTRIBUTION INC	2301 SE CREEKVIEW DRIVE	ANKENY	IA	50021		664776	172	502(a)(1)	8680
294406	223024157	TRI-STATE OXYGEN INC	PO BOX 121	ASHLAND	KY	41105-0121		249613	172	516(c)(6)	9576
294407	223024172	DUNCAN OIL TRANSPORTATION SOLUTIONS LLC	1160 DUBLIN ROAD STE 400	COLUMBUS	OH	43215		1764456	172	332A	10078
294409	223026220	ULTRA YIELD MICRONUTRIENTS INC	PO BOX 1167; 213 W MOXEE AVE	MOXEE	WA	98936			172	302(a)	8628
294410	223027101	SEARLE GAS COMPANY INC	1150 WEST 500 NORTH	VERNAL	UT	84078-5760		230936	172	328(d)	263071
294411	223027666	FERRELLGAS L P	ONE LIBERTY PLAZA MD#5	LIBERTY	MO	64068		89243	172	202(a)(5)	8595
294412	223032654	FUEL DELIVERY SERVICES INC	4895 SOUTH AIRPORT WAY	STOCKTON	CA	95206		931301	172	328(d)	263071
294413	223032775	IPC (USA) INC	4 HUTTON CENTRE DR	SANTA ANA	CA	92707			172	202(a)(3)	8593
294416	223036462	SEACOAST ENERGY INC	1476 PORTLAND ROAD	ARUNDEL	ME	04046		1328976	172	504(a)	8682
294422	223038128	CENTRAL TRANSPORT LLC	12225 STEPHENS ROAD	WARREN	MI	48089		661173	173	30	9596
294423	223038137	FLASH OIL COMPANY OF ARKANSAS CORP	P O BOX 2389	WEST MEMPHIS	AR	72303		625632	172	328(d)	263071
294427	223040928	TROPICAL SHIPPING	501 AVE P	RIVIERA BEACH	FL	33404		1424059	172	326(a)	8651
294429	223044755	BIRD CONCRETE AND CONSTRUCTION INC	4989 WINDHAM DR	MACON	GA	31216-7240		3130264	173	24(b)	9588
294431	223044946	STRATE WELDING SUPPLY CO INC	P O BOX 570	BUFFALO	NY	14207-0570		16617	172	202(a)(3)	8593
294433	223047296	SAIA MOTOR FREIGHT LINE LLC	11465 JOHNS CREEK PKWY STE 400	JOHNS CREEK	GA	30097		29124	172	331C	396307
294436	223050941	AUTOZONE TEXAS LLC	123 SOUTH FRONT STREET	MEMPHIS	TN	38103		288323	172	202(a)(5)	8595
294438	223055261	MADISON INDUSTRIES	554 WATERWORKS RD	OLD BRIDGE	NJ	08857			172	203(c)(2)	8602
294439	223055409	DOT TRANSPORTATION INC	1 DOT WAY	MT STERLING	IL	62353		424023	172	504(a)	8682
294440	223055634	HAMPEL OIL DISTRIBUTORS INC	1245 N WEST ST	WICHITA	KS	67203-1241		263253	172	328(d)	263071
294441	223056207	INDUSTRIAL BATTERY PRODUCTS INC	1250 AMBASSADOR BLVD	ST LOUIS	MO	63132		334638	172	202(a)(5)	8595
294443	223056543	ILMO PRODUCTS COMPANY	P O BOX 790	JACKSONVILLE	IL	62651		78802	172	202(a)(5)	8595
294444	223056884	VESCO OIL CORPORATION	PO BOX 0525	SOUTHFIELD	MI	48037		184284	172	600(c)	9579
294445	223066709	H F COX INC	118 COX TRANSPORT WAY	BAKERSFIELD	CA	93307		228093	172	516(c)(1)	9572
294446	223067777	FINISH LINE EXPRESS LLC	PO BOX 120730	NEW BRIGHTON	MN	55112		2889118	172	516(c)(1)	9572
294447	223067801	KIM BUILT PROPANE INC	221 MANS DRIVE	KIMBALL	MN	55353		1132247	173	315(n)(3)	396319
294450	223068690	JESUS JOAN PEREZ ARIAS	12436 SOPHIA MARIA LOOP	ORLANDO	FL	23828			172	600(c)	9579
294451	223069872	CARGO SERVICES EXPRESS INC	16800 SW 62 ST	SOUTHWEST RANCHES	FL	33331		838110	172	504(a)	8682
294453	223070318	AMERIGAS PROPANE LP	P O BOX 858	VALLEY FORGE	PA	19482		388004	172	516(c)(6)	9576
294455	223076039	SEBERT MOTOR CARRIERS LLC	P O BOX 482	HOLLAND	OH	43528		3022371	172	302(a)	8628
294460	223080478	ARIBA OIL CO	507 CHANCELLOR AVE	IRVINGTON	NJ	07111-4002		2891758	172	328(d)	263071
294461	223080665	FERRELLGAS L P	ONE LIBERTY PLAZA MD#5	LIBERTY	MO	64068		89243	172	406(a)(1)	8675
294465	223081646	ANDY FUQUA TRUCKING LLC	216 FUQUA RD	LEASBURG	NC	27291-9777		2979070	172	202(b)	8596
294466	223084644	FEGA XPRESS CORPORATION	7141 SW 14 ST	MIAMI	FL	33144		1106237	172	600(c)	9579
294467	223085588	NEXAIR LLC	1350 CONCOURSE AVE STE 103	MEMPHIS	TN	38104		86852	172	202(a)(5)	8595
294469	223086640	OLD DOMINION FREIGHT LINE INC	500 OLD DOMINION WAY	THOMASVILLE	NC	27360		90849	172	516(c)(1)	9572
294475	223093032	PALO VERDE EXPRESS INC	PO BOX 116	VERDIGREE	NE	68783		248120	172	506(a)(1)	9635
294478	223095857	PENSKE LOGISTICS LLC	2675 MORGANTOWN RD	READING	PA	19607		268015	172	516(c)(6)	9576
294484	223099253	INL FOR US DOE	AMWTP/RWMC	SCOVILLE	ID	83415			172	301(a)(1)	385686
294485	223113524	CENTRAL TRANSPORT	1294 MAXWELL AVE	EVANSVILLE	IN	47711		661173	172	504(a)	8682
294486	223113591	ALCO HARVESTING LLC	1850 W STOWELL RD	SANTA MARIA	CA	93458		2210324	172	504(a)	8682
294487	223113910	CALVARY INDUSTRIES INC	9233 SEWARD RD	FAIRFIELD	OH	45014			172	301(a)(1)	385686
294489	223116175	ADDIES OIL LLC	416 HIGHLAND AVE	MIDDLETOWN	CT	06457		2208985	172	516(c)(6)	9576
294491	223117462	UNITED REFRIGERATION INC	11401 ROOSEVELT BLVD	PHILADELPHIA	PA	19154		257749	172	516(c)(6)	9576
294492	223118084	DANA TRANSPORT INC	PO BOX 370	AVENEL	NJ	07001		149776	172	516(c)(6)	9576
294494	223118867	CHEMOVER	2571 FIRE ROAD	MEMPHIS	TN	38127			172	202(b)	8596
294500	223121525	ROSSEE OIL CO INC	P O BOX 3010	EATONTON	GA	31024-3010		811959	172	202(a)(5)	8595
294504	223124753	AMERIGAS PROPANE LP	P O BOX 858	VALLEY FORGE	PA	19482		388004	177	817A	3075
294506	223130798	XPO LOGISTICS DRAYAGE LLC	13777 BALLANTYNE CORPORATE PLACE	CHARLOTTE	NC	28277		688143	172	516(c)(6)	9576
294508	223130905	CARNES TRUCKING CO INC	351 TERRY BLVD	LOUISVILLE	KY	40229		278668	172	516(c)(6)	9576
294509	223130906	CENTRAL TRANSPORT LLC	12225 STEPHENS ROAD	WARREN	MI	48089		661173	172	504(b)	8683
294510	223131131	REBEL CONVERTING	700 N. PROGRESS DRIVE	SAUKVILLE	WI	53080			172	502(a)(1)	8680
294512	223131854	T & R CHEMICALS INC	P O BOX 330	CLINT	TX	79836		169848	172	203L	396301
294513	223132409	KOA SPEER ELECTRONIC	199 BOLIVAR DRIVE	BRADFORD	PA	16791			172	504(a)	8682
294516	223133120	HYDRITE-WATERLOO	2815 WCF & N DRIVE	WATERLOO	IA	50703			172	202(a)(5)	8595
294518	223133384	G I TRUCKING COMPANY	PO BOX 25612	RICHMOND	VA	23260		20293	172	502(a)(1)	8680
294519	223133881	ALPHA SYSTEMS	5100 BECK DR	ELKHART	IN	46516			172	504(a)	8682
294520	223133885	KMG CHEMICALS C/O TRANSPLACE	PO BOX 425	LOWELL	AR	72745			172	516(c)(6)	9576
294521	223134545	PREFERRED HOMECARE AND LIFECARE SOLUTIONS	4601 E HILTON AVE STE 100	PHOENIX	AZ	85034		825554	172	502(a)(1)	8680
294525	223136413	SUNBELT RENTALS INC	2341 DEERFIELD DR	FORT MILL	SC	29715		500579	173	29(a)	385678
294526	223151532	SOUTHERN COUNTIES LUBRICANTS LLC	1825 W COLLINS AVE	ORANGE	CA	92867		2808109	172	516(c)(6)	9576
294528	223152195	SUNPOL RESINS & POLYMERS INC	2475 CROCKER CIRCLE	FAIRFIELD	CA	94533		465620	172	502(a)(1)	8680
294530	223154656	BHP CONTRACTING LLC	335 CAMER DR STE B	BENSALEM	PA	19020-7352		3198547	172	600(c)	9579
294533	223157022	TROPIC TRANSPORTATION LLC	9970 NW 89TH CART	MIAMI	FL	33178		2511877	177	834(j)	9643
294534	223157181	ECOFLO HOLDING INC	2750 PATTERSON ST	GREENSBORO	NC	27407		310422	172	600(c)	9579
294537	223158574	NORTHSIDE BUILDING SERVICES	322 NORTHPOINT PKWY	ACWORTH	GA	30102		0	172	200(a)	8586
294540	223161752	LAMUNYAN DRILLING LLC	1710 WEST WILLOW	ENID	OK	73702			172	200(a)	8586
294541	223161867	JACKIE L PITMON	101 N C STREET	DAVIS	OK	73030		1044984	172	516(c)(6)	9576
294545	223164068	ARCH CHEMICALS INC	OLD LOWER RIVER RD NE	CHARLESTON	TN	37319			172	516(c)(1)	9572
294546	223164139	US BATTERY MFG	1895 TOBACCO RD	AUGUSTA	GA	30906			172	516(c)(5)	9575
294547	223164141	2271193 ONTARIO INC	23 OCTOBER PLACE	BRAMPTON	ON	L6Y 0R6		2903774	172	504(a)	8682
294561	223184664	DOWNS FUEL TRANSPORT INC	1296 MAGNOLIA AVE	CORONA	CA	92879-2098		907557	172	303(a)	8631
294562	223188375	DOW SILICONES MIDLAND PLANT	2651 SALZBURG RD	MIDLAND	MI	48640			173	24(b)(1)	9589
294566	223189458	SAMUEL CORALUZZO CO INC	1713 NORTH MAIN RD	VINELAND	NJ	08360		156123	172	407	10904
294567	223189518	DEMPSEY ENTERPRISES INC	465 KNOLLWOOD RD	WHITE PLAINS	NJ	10603		106785	172	202(a)(5)	8595
294569	223189571	SUNBELT RENTALS INC	2341 DEERFIELD DR	FORT MILL	SC	29715		500579	172	600(c)	9579
294570	223189576	SHANE SMITH TRANSPORTATION INC	897 LOWER MILL RD	PITTSGROVE	NJ	08318		1774035	172	400(a)	8664
294571	223189596	CEZ TRANSPORT INC	PO BOX 1798	MONTCLAIR	NJ	07003		418840	172	328(d)	263071
294572	223189752	K W RASTALL INC	2600 ROUTE 130	N BRUNSWICK	NJ	08902-4712		3092270	172	200(a)	8586
294573	223189908	OSTERMAN PROPANE LLC	1 MEMORIAL SQ	WHITINSVILLE	MA	01588		245231	172	516(c)(6)	9576
294576	223190688	BITA'S FUEL CORP	PMB 1778 243 CALLE PARIS	SAN JUAN	PR	00917		1040920	177	823A	1789
294577	223191152	LIGHT GAS CORPORATION	P O BOX 1155	SALINAS	PR	00751-1155		424337	177	823A	1789
294583	223195877	AMTROL							172	301(c)	385673
294584	223196160	YOUNGSTOWN PROPANE INC	PO BOX 2447	YOUNGSTOWN	OH	44509		592149	173	24(b)(1)	9589
294586	223196415	ACE WELDING SUPPLY	4200 HWY 17 NORTH	RHINELANDER	WI	54501			172	600(c)	9579
294587	223196694	MICHEK OIL CO INC	PO BOX 246	HIGHLAND	WI	53543-0246		609079	173	24(b)(1)	9589
294588	223197959	PRAXAIR	1600 NE OLD SALEM RD	SALEM	OR	97321			172	304(a)(2)	8633
294589	223198831	H O T EXPRESS INC	PO BOX 51060	BILLINGS	MT	59105-1060		979053	172	516(c)(5)	9575
294590	223198852	AIRGAS USA LLC	31 N PEORIA AVENUE	TULSA	OK	74120		299712	172	406(f)	8679
294593	223209473	YRC INC	10990 ROE AVENUE	OVERLAND PARK	KS	66211		71821	172	502(a)(1)	8680
294597	223211148	LOPERS EQUIPMENT CORP	129 RTE 112	PATCHOGUE	NY	11772			172	600(c)	9579
294600	223214709	J & R LUMBER & SUPPLY CO INC	9885 COUNTY RD 33	ASHVILLE	AL	35953		550292	172	600(c)	9579
294604	223219981	HOMELAND 1 LOGISTICS LLC	336 WEST US HWY 30 STE 201	VALPARAISO	IN	46385		1576003	172	516(c)(4)	9574
294606	223222408	THE H T HACKNEY CO INC	P O  BOX 238	KNOXVILLE	TN	37901		342596	172	202(b)	8596
294608	223222883	ENTERPRISE LOGISTIC SERVICES LLC	1100 LOUISIANA ST	HOUSTON	TX	77002		115179	172	516(c)(6)	9576
294609	223223647	MURRAY OIL SALES INC	5775 OLD SURRENCY ROAD	SURRENCY	GA	31563		1094773	172	334	8662
294612	223225952	CPORT LLC	16201 EAST MAIN	CUT OFF	LA	70345		2302106	173	24(b)(1)	9589
294614	223227973	MATRIX SERVICE INC	5100 E SKELLY DRIVE SUITE 700	TULSA	OK	74135-6577		886183	172	600(c)	9579
294618	223229906	RESPONSIVE HOME HEALTH CARE INC	3600 VINELAND ROAD SUITE 113	ORLANDO	FL	32811		328177	172	600(c)	9579
294619	223230448	MATHESON TRIGAS	200 ALESSIO DR.	JOLIET	IL	60433			172	203(m)	383367
294620	223230446	MATHESON GAS	1700 SCEPTER ROAD	WAVERLY	TN	37185			172	203(k)	8617
294622	223230751	GENERAL PETROLEUM INC	P O BOX 10688	FORT WAYNE	IN	46853-0688		359923	172	301(b)	8624
294623	223231414	ROBS ASPHALT PAVING AND SEALCOATING LLC	1905 W 37TH ST N	WICHITA	KS	67204-3813		2987287	172	400(a)	8664
294624	223231686	ARE]CELORMITTAL LONG PRODUCTS	690 STRATHEARNE AVE N	HAMILTON	ON	L8H7N8			172	302(a)	8628
294626	223233287	ELECTRO SWITCH CORPORATION	180 KING AVE	WEVMOUTH	MA	02188			173	24(b)(1)	9589
294628	223234355	FISHER SCIENTIFIC	755 ROUTE 202N	BRIDGEWATER	NJ	08807			172	406(f)	8679
294629	223234617	INDUSTRIAL CHEMICALS CORPORATION	4631 W 58TH AVE	ARVADA	CO	80002		2268	172	504(a)	8682
294631	223234907	STUBS GAS & OIL INC	P O BOX 309	WIGGINS	CO	80654-8919		323724	172	600(c)	9579
294632	223235236	MULTI-CHEM GROUP LLC	349 PRIVATE ROAD 4473	SONRA	TX	76950			172	516(a)	9571
294633	223235294	GROENDYKE TRANSPORT INC	P O BOX 632	ENID	OK	73702-0632		4247	172	516(c)(6)	9576
294634	223235404	CPI COMMUNICATIONS LLC	6726 S REVERE PKWY STE 180A	CENTENNIAL	CO	80112		3071848	173	24(b)(1)	9589
294637	223238260	FRAC SHACK AMERICA INC	999 18TH ST SUITE 2025N	DENNER	CO	80202		2562118	172	504(a)	8682
294639	223238458	HALLIBURTON	3000 NORTH SAM HOUSTON PARKWAY PLAZA	HOUSTON	TX	77032		126693	172	202(a)(2)	8592
294642	223250138	SAMUEL CORALUZZO CO INC	1713 NORTH MAIN RD	VINELAND	NJ	08360		156123	173	24(b)(1)	9589
294644	223250241	HIMAT ENTERPRISE INC	1015 THAYER AVE	AVENEL	NJ	07001		2082219	172	201(a)(1)	8587
294645	223250696	SPRAGUE'S OIL SERVICE INC	26 LITTLE ST	MATAWAN	NJ	07747-2517		3105981	172	516(c)(6)	9576
294646	223250700	JOMAR BULK CARRIERS INC	207 WATCHUNG AVE	CRANFORD	NJ	07016		461949	172	516(c)(6)	9576
294647	223252041	ALL SEASONS PRO, INC	315 ELMORE ST	CENTRAL ISLIP	NY	11722-3713		2902929	172	600(c)	9579
294648	223256544	MCKINNEY WELDING SUPPLY CO INC	1145 BRONX RIVER AVE	BRONX	NY	10472		39626	172	202(a)(5)	8595
294649	223256700	HD SUPPLY CONSTRUCTION SUPPLY LTD	3400 CUMBERLAND BLVD	ATLANTA	GA	30339		618907	172	504(a)	8682
294651	223257936	CENTRAL TRANSPORT LLC	12225 STEPHENS ROAD	WARREN	MI	48089		661173	172	502(a)(1)	8680
294653	223258932	UNIVERSAL ENVIRONMENTAL SERVICES LLC	411 DIVIDEND DRIVE	PEACHTREE CITY	GA	30269		1215088	173	24(b)(1)	9589
294654	223259594	STERLING TRANSPORT CO INC	PO BOX 456	LAKEVIEW	NC	28350		603592	172	201(a)(4)	8588
294658	223261604	PURE AIR DAIGLE LLC DBA DAIGLE WELDING SUPPLY	1706 W LANDRY	OPELOUSAS	LA	70570			172	502(a)(1)	8680
294665	223264945	WOOLDRIDGE OIL COMP INC	1315 NW HIGHWAY 270	WILBURTON	OK	74578-9699		230539	172	600(c)	9579
294666	223265681	STONE TRUCKING SOUTHWEST LLC	3529 WEST 151ST STREET	KIEFER	OK	74041		2357356	172	604	21459
294667	223265922	CARE ENVIRONMENTAL CORP	1620 ROUTE 57 UNIT B	HACKETTSTOWN	NJ	07840		746147	172	600(c)	9579
294669	223270088	CAMCO CHEMICAL INC		FLORENCE	KY	41042			172	504(a)	8682
294671	223271919	QUEST LINER INC	2099 SOUTHPARK CT STE 1	DUBUQUE	IA	52003		1609038	172	504(a)	8682
294672	223272187	ROWLEY BROTHERS INC	3604 WILDER ROAD	BAY CITY	MI	48706		540382	172	516(c)(1)	9572
294673	223272269	SWIFT TRANSPORTATION CO OF ARIZONA LLC	2200 S 75TH AVE	PHOENIX	AZ	85043		54283	172	502(a)(1)	8680
294674	223272887	AZZARO ABE	6955 CHRISPHALT DR	BATH	PA	18014			172	407	10904
294675	223272911	TARR LLC	2946 NE COLUMBIA  BLVD PO BOX 12570	PORTLAND	OR	97212			172	326(a)	8651
294677	223274333	DESERT METALS	3119 E PENNSYLVANIA	TUCSON	AZ	85714			172	504(a)	8682
294678	223275158	VWR INTERNATIONAL LLC	100 MATSONFORD ROAD	RADNOR	PA	19087		347505	172	504(a)	8682
294679	223276941	AGMARK TRANSPORTATION LLC	222 2ND AVE N SUITE 311	NASHVILLE	TN	37201		1848807	172	400(a)	8664
294680	223277280	D150 FUELING LLC	319 CANNONS WAY RD	NEWARK	DE	19713		3089007	172	202(a)(3)	8593
294681	223286592	BRICHETTO CATTLE CO	BRICHETTO RD	OAKDALE	CA	95361		2755131	173	24(c)	9592
294682	223290784	CHART INDUSTRIES	407 7TH ST. NW	NEW PRAGUE	MN	56071			172	502(a)(1)	8680
294683	223290965	ROAD SAFETY SYSTEMS LLC	12 PARK DRIVE	SHAMONG	NJ	08088		1722791	172	400(a)	8664
294684	223291058	QUAKER CITY CHEMICALS INC	7360 MILNOR ST	PHILADELPHIA	PA	19136-4211		32806	172	516(c)(5)	9575
294685	223291223	OCEAN COUNTY LANDFILL CORP	2498 ROUTE 70	MANCHESTER	NJ	08759		2275901	172	401	8665
294688	223291570	J B HUNT TRANSPORT INC	615 J B HUNT CORPORATE DRIVE	LOWELL	AR	72745		80806	172	516(c)(1)	9572
294691	223292613	AMERIGAS PROPANE LP	P O BOX 858	VALLEY FORGE	PA	19482		388004	172	600(c)	9579
294692	223293322	OZARK MOUNTAIN PROPANE CO	14770 E HWY 62	GARFIELD	AR	72732		975254	172	516(c)(6)	9576
294696	223302502	H D PAYNE & COMPANY OF GREENWOOD	606 EAST DURST AVE	GREENWOOD	SC	29646		1057483	172	328(a)	8655
294698	223303236	PS ENERGY GROUP INC	4480 N SHALLOWFORD RD SUITE 10	ATLANTA	GA	30338		662821	172	516(c)(5)	9575
294699	223303673	RE-CY LLC	1601 HASTINGS AVE	SEARCY	AR	72143			172	502(a)(1)	8680
294700	223303927	JOE'S MOBILE TRUCK AND TRAILER REPAIR	4711 PONDEROSA DR	STOVER	MO	65078			172	303(a)	8631
294703	223305461	HALTER TRANSPORTATION SERVICES INC	713 SOUTH 5TH STREET	ST JOSEPH	MO	64501		726077	172	201(a)(1)	8587
294704	223305466	AM HAIRE MANUFACTURING & SERVICE CORPORATION	516 PINEYWOOD ROAD	THOMASVILLE	NC	27360		340432	172	502(a)(1)	8680
294705	223306723	I-44 EXPRESS TRUCKING LLC	836 EAST HIGHWAY N	WENTZVILLE	MO	63385		791890	172	516(c)(5)	9575
294706	223307225	TRACTOR SUPPLY CO DC #114	320 ENTERPRISE DR	PENDLETON	IN	46064			177	817E	3363
294709	223308799	IDEMITSU APOLLO CORPORATION	1831 16TH STREET	SACRAMENTO	CA	98511			173	24(b)(1)	9589
294710	223310395	HONEYWELL BRYAN PLANT	6200 MUMFORD ROAD	BRYAN	TX	77807			172	516(c)(6)	9576
294711	223310870	GUNSIGHT CONSTRUCTION COMPANIES LLC	5959 N 55TH AVENUE	GLENDALE	AZ	85301		1677578	172	200(a)	8586
294712	223311305	BENCHMARK DISTRIBUTION SERVICES LLC	515 POST OAK BLVD SUITE 200	HOUSTON	TX	77027		1472320	172	302(a)	8628
294714	223314204	GREEN PROPANE INC	63 EAST BROAD STREET	HATFIELD	PA	19440		2947056	172	516(c)(6)	9576
294715	223323317	NICK BARBIERI TRUCKING LLC	50 W LAKE MENDOCINO DRIVE	UKIAH	CA	95482		967857	172	202(b)	8596
294716	223323320	CLEAN HARBORS ENVIRONMENTAL SERVICES INC	42 LONGWATER DRIVE	NORWELL	MA	02061		180743	172	519	9578
294717	223323736	NUCKLES OIL COMPANY INC	1800 S RIVERSIDE AVE	COLTON	CA	92316		1392136	172	328(d)	263071
294721	223327557	K W RASTALL INC	2600 ROUTE 130	N BRUNSWICK	NJ	08902-4712		3092270	173	24(b)(1)	9589
294723	223329016	T W SMITH CORP	885 MEEKER AVE	BROOKLYN	NY	11222		42301	172	400(a)	8664
294724	223329019	WILHELMSEN SHIPS SERVICE	9400 NEW CENTURY DR	PASADENA	TX	77507		482081	172	400(a)	8664
294725	223329692	PRAXAIR DISTRIBUTION INC	2301 SE CREEKVIEW DRIVE	ANKENY	IA	50021		664776	172	400(a)	8664
294726	223329695	AMERICAN ROLLING DOOR LTD	40 DOLSON PLACE	STATEN ISLAND	NY	10303		1453990	172	400(a)	8664
294727	223330239	C THREE LOGISTICS LLC	22 GORGO LANE	NEWFIELD	NJ	08344		2961868	172	328E	396379
294737	223335840	WICK BUILDINGS INC	405 WALTER ROAD	MAZOMANIE	WI	53560-9202		2001053	172	600(c)	9579
294738	223340441	KOP-COAT	5137 SOUTHWEST AVE	ST LOUIS	MO	63110			172	516(c)(1)	9572
294744	223341467	THERMO FLUIDS INC	4301 W JEFFERSON ST	PHOENIX	AZ	85043		641752	172	502(a)(1)	8680
